school,city,stateProvince,country,schoolcitystate,lon,lat
Theodore Roosevelt,Kent,OH,USA,"Theodore Roosevelt, Kent, OH",,
Thomas Worthington,Columbus,OH,USA,"Thomas Worthington, Columbus, OH",,
Thurgood Marshall,Dayton,OH,USA,"Thurgood Marshall, Dayton, OH",,
Timken,Canton,OH,USA,"Timken, Canton, OH",,
Tippecanoe,Tipp City,OH,USA,"Tippecanoe, Tipp City, OH",,
Toronto,Toronto,OH,USA,"Toronto, Toronto, OH",,
Tri-valley,Dresden,OH,USA,"Tri-valley, Dresden, OH",,
Trotwood-Madison,Dayton,OH,USA,"Trotwood-Madison, Dayton, OH",,
Troy,Troy,OH,USA,"Troy, Troy, OH",,
Turpin,Cincinnati,OH,USA,"Turpin, Cincinnati, OH",,
Tuscarawas Valley,Mineral City,OH,USA,"Tuscarawas Valley, Mineral City, OH",,
Twinsburg,Twinsburg,OH,USA,"Twinsburg, Twinsburg, OH",,
Union Local,Belmont,OH,USA,"Union Local, Belmont, OH",,
Upper Arlington,Akron,OH,USA,"Upper Arlington, Akron, OH",,
Upper Arlington,Columbus,OH,USA,"Upper Arlington, Columbus, OH",,
Urbana,Urbana,OH,USA,"Urbana, Urbana, OH",,
Ursuline,Youngstown,OH,USA,"Ursuline, Youngstown, OH",,
Valley Forge,Cleveland,OH,USA,"Valley Forge, Cleveland, OH",,
Valley View,Germantown,OH,USA,"Valley View, Germantown, OH",,
Van Wert,Van Wert,OH,USA,"Van Wert, Van Wert, OH",,
Vermilion,Vermilion,OH,USA,"Vermilion, Vermilion, OH",,
Villa Angela-St. Joseph,Cleveland,OH,USA,"Villa Angela-St. Joseph, Cleveland, OH",,
Wadsworth,Wadsworth,OH,USA,"Wadsworth, Wadsworth, OH",,
Walnut Hills,Cincinnati,OH,USA,"Walnut Hills, Cincinnati, OH",,
Walnut Ridge,Columbus,OH,USA,"Walnut Ridge, Columbus, OH",,
Walsh Jesuit,Stow,OH,USA,"Walsh Jesuit, Stow, OH",,
Warren,Vincent,OH,USA,"Warren, Vincent, OH",,
Warren G Harding,Warren,OH,USA,"Warren G Harding, Warren, OH",,
Warren G Harding,Youngstown,OH,USA,"Warren G Harding, Youngstown, OH",,
Warrensville Heights,Cleveland,OH,USA,"Warrensville Heights, Cleveland, OH",,
Warrensville Heights Middle School,Cleveland,OH,USA,"Warrensville Heights Middle School, Cleveland, OH",,
Washington,Massillon,OH,USA,"Washington, Massillon, OH",,
Washington,Washington Court House,OH,USA,"Washington, Washington Court House, OH",,
Watkins Memorial,Pataskala,OH,USA,"Watkins Memorial, Pataskala, OH",,
Wauseon,Wauseon,OH,USA,"Wauseon, Wauseon, OH",,
Waverly,Waverly,OH,USA,"Waverly, Waverly, OH",,
Wayne,Dayton,OH,USA,"Wayne, Dayton, OH",,
Wayne Trace,Haviland,OH,USA,"Wayne Trace, Haviland, OH",,
Wellington,Wellington,OH,USA,"Wellington, Wellington, OH",,
Wellston,Wellston,OH,USA,"Wellston, Wellston, OH",,
West,Columbus,OH,USA,"West, Columbus, OH",,
West Holmes,Millersburg,OH,USA,"West Holmes, Millersburg, OH",,
Western Hills University,Cincinnati,OH,USA,"Western Hills University, Cincinnati, OH",,
Westerville Central,Westerville,OH,USA,"Westerville Central, Westerville, OH",,
Westerville North,Westerville,OH,USA,"Westerville North, Westerville, OH",,
Westerville South,Westerville,OH,USA,"Westerville South, Westerville, OH",,
Westlake,Westlake,OH,USA,"Westlake, Westlake, OH",,
Westland,Galloway,OH,USA,"Westland, Galloway, OH",,
Whetstone,Columbus,OH,USA,"Whetstone, Columbus, OH",,
Whitehall Yearling,Columbus,OH,USA,"Whitehall Yearling, Columbus, OH",,
Whitmer,Toledo,OH,USA,"Whitmer, Toledo, OH",,
William Henry Harrison,Harrison,OH,USA,"William Henry Harrison, Harrison, OH",,
William Mason,Mason,OH,USA,"William Mason, Mason, OH",,
Winton Woods,Cincinnati,OH,USA,"Winton Woods, Cincinnati, OH",,
Withrow,Cincinnati,OH,USA,"Withrow, Cincinnati, OH",,
Withrow International,Cincinnati,OH,USA,"Withrow International, Cincinnati, OH",,
Woodridge,Peninsula,OH,USA,"Woodridge, Peninsula, OH",,
Woodward,Toledo,OH,USA,"Woodward, Toledo, OH",,
Woodward Career Technical,Cincinnati,OH,USA,"Woodward Career Technical, Cincinnati, OH",,
Wooster,Wooster,OH,USA,"Wooster, Wooster, OH",,
Worcester Academy,Cincinnati,OH,USA,"Worcester Academy, Cincinnati, OH",,
Worthington Kilbourne,Columbus,OH,USA,"Worthington Kilbourne, Columbus, OH",,
Wynford,Bucyrus,OH,USA,"Wynford, Bucyrus, OH",,
Wyoming,Cincinnati,OH,USA,"Wyoming, Cincinnati, OH",,
Xenia,Xenia,OH,USA,"Xenia, Xenia, OH",,
Youngstown Christian School,Youngstown,OH,USA,"Youngstown Christian School, Youngstown, OH",,
Zanesville,Zanesville,OH,USA,"Zanesville, Zanesville, OH",,
Ada,Ada,OK,USA,"Ada, Ada, OK",,
Altus,Altus,OK,USA,"Altus, Altus, OK",,
Alva,Alva,OK,USA,"Alva, Alva, OK",,
Apache,Apache,OK,USA,"Apache, Apache, OK",,
Ardmore,Ardmore,OK,USA,"Ardmore, Ardmore, OK",,
Bartlesville,Bartlesville,OK,USA,"Bartlesville, Bartlesville, OK",,
Beggs,Beggs,OK,USA,"Beggs, Beggs, OK",,
Berryhill,Tulsa,OK,USA,"Berryhill, Tulsa, OK",,
Bethany Christian Academy,Bethany,OK,USA,"Bethany Christian Academy, Bethany, OK",,
Bishop Kelley,Tulsa,OK,USA,"Bishop Kelley, Tulsa, OK",,
Bishop McGuinness,Oklahoma City,OK,USA,"Bishop McGuinness, Oklahoma City, OK",,
Bixby,Bixby,OK,USA,"Bixby, Bixby, OK",,
Blanchard,Blanchard,OK,USA,"Blanchard, Blanchard, OK",,
Boise City,Boise City,OK,USA,"Boise City, Boise City, OK",,
Booker T. Washington,Tulsa,OK,USA,"Booker T. Washington, Tulsa, OK",,
Bray-Doyle,Marlow,OK,USA,"Bray-Doyle, Marlow, OK",,
Broken Arrow,Broken Arrow,OK,USA,"Broken Arrow, Broken Arrow, OK",,
Broken Bow,Broken Arrow,OK,USA,"Broken Bow, Broken Arrow, OK",,
Broken Bow,Broken Bow,OK,USA,"Broken Bow, Broken Bow, OK",,
Cache,Cache,OK,USA,"Cache, Cache, OK",,
Carl Albert,Oklahoma City,OK,USA,"Carl Albert, Oklahoma City, OK",,
Casady School,Oklahoma City,OK,USA,"Casady School, Oklahoma City, OK",,
Cascia Hall Preparatory School,Tulsa,OK,USA,"Cascia Hall Preparatory School, Tulsa, OK",,
Central,Tulsa,OK,USA,"Central, Tulsa, OK",,
Charles Page,Sand Springs,OK,USA,"Charles Page, Sand Springs, OK",,
Checotah,Checotah,OK,USA,"Checotah, Checotah, OK",,
Chickasha,Chickasha,OK,USA,"Chickasha, Chickasha, OK",,
Choctaw,Choctaw,OK,USA,"Choctaw, Choctaw, OK",,
Claremore,Claremore,OK,USA,"Claremore, Claremore, OK",,
Clinton,Clinton,OK,USA,"Clinton, Clinton, OK",,
Collinsville,Collinsville,OK,USA,"Collinsville, Collinsville, OK",,
Comanche,Comanche,OK,USA,"Comanche, Comanche, OK",,
Commerce,Commerce,OK,USA,"Commerce, Commerce, OK",,
Coweta,Coweta,OK,USA,"Coweta, Coweta, OK",,
Deer Creek,Edmond,OK,USA,"Deer Creek, Edmond, OK",,
Del City,Oklahoma City,OK,USA,"Del City, Oklahoma City, OK",,
Dewar,Eufaula,OK,USA,"Dewar, Eufaula, OK",,
Douglass,Oklahoma City,OK,USA,"Douglass, Oklahoma City, OK",,
Duncan,Duncan,OK,USA,"Duncan, Duncan, OK",,
Durant,Durant,OK,USA,"Durant, Durant, OK",,
East Central,Tulsa,OK,USA,"East Central, Tulsa, OK",,
Edison,Tulsa,OK,USA,"Edison, Tulsa, OK",,
Eisenhower,Lawton,OK,USA,"Eisenhower, Lawton, OK",,
Enid,Enid,OK,USA,"Enid, Enid, OK",,
Eufaula,Eufaula,OK,USA,"Eufaula, Eufaula, OK",,
Fort Gibson,Fort Gibson,OK,USA,"Fort Gibson, Fort Gibson, OK",,
Frederick,Frederick,OK,USA,"Frederick, Frederick, OK",,
Garber,Garber,OK,USA,"Garber, Garber, OK",,
Glenpool,Glenpool,OK,USA,"Glenpool, Glenpool, OK",,
Guthrie,Guthrie,OK,USA,"Guthrie, Guthrie, OK",,
Harrah,Harrah,OK,USA,"Harrah, Harrah, OK",,
Hennessey,Hennessey,OK,USA,"Hennessey, Hennessey, OK",,
Heritage Hall,Oklahoma City,OK,USA,"Heritage Hall, Oklahoma City, OK",,
Hilldale,Muskogee,OK,USA,"Hilldale, Muskogee, OK",,
Holland Hall,Tulsa,OK,USA,"Holland Hall, Tulsa, OK",,
Hollis,Hollis,OK,USA,"Hollis, Hollis, OK",,
Hominy,Hominy,OK,USA,"Hominy, Hominy, OK",,
Hooker,Hooker,OK,USA,"Hooker, Hooker, OK",,
Jenks,Jenks,OK,USA,"Jenks, Jenks, OK",,
John Marshall,Oklahoma City,OK,USA,"John Marshall, Oklahoma City, OK",,
Jones,Jones,OK,USA,"Jones, Jones, OK",,
Kingfisher,Kingfisher,OK,USA,"Kingfisher, Kingfisher, OK",,
Lawton,Lawton,OK,USA,"Lawton, Lawton, OK",,
Lexington,Lexington,OK,USA,"Lexington, Lexington, OK",,
Lincoln Christian School,Tulsa,OK,USA,"Lincoln Christian School, Tulsa, OK",,
Locust Grove,Locust Grove,OK,USA,"Locust Grove, Locust Grove, OK",,
Lone Grove,Lone Grove,OK,USA,"Lone Grove, Lone Grove, OK",,
Luther,Luther,OK,USA,"Luther, Luther, OK",,
MacArthur,Lawton,OK,USA,"MacArthur, Lawton, OK",,
Madill,Madill,OK,USA,"Madill, Madill, OK",,
Marietta,Marietta,OK,USA,"Marietta, Marietta, OK",,
McAlester,Mcalester,OK,USA,"McAlester, Mcalester, OK",,
McLain,Tulsa,OK,USA,"McLain, Tulsa, OK",,
Meeker,Meeker,OK,USA,"Meeker, Meeker, OK",,
Memorial,Edmond,OK,USA,"Memorial, Edmond, OK",,
Memorial,Tulsa,OK,USA,"Memorial, Tulsa, OK",,
Metro Christian Academy,Tulsa,OK,USA,"Metro Christian Academy, Tulsa, OK",,
Midwest City,Oklahoma City,OK,USA,"Midwest City, Oklahoma City, OK",,
Millwood,Oklahoma City,OK,USA,"Millwood, Oklahoma City, OK",,
Moore,Moore,OK,USA,"Moore, Moore, OK",,
Muskogee,Muskogee,OK,USA,"Muskogee, Muskogee, OK",,
Mustang,Mustang,OK,USA,"Mustang, Mustang, OK",,
NA,Cleveland,OK,USA,"NA, Cleveland, OK",,
NA,Miami,OK,USA,"NA, Miami, OK",,
Newcastle,Newcastle,OK,USA,"Newcastle, Newcastle, OK",,
Noble,Noble,OK,USA,"Noble, Noble, OK",,
Norman,Norman,OK,USA,"Norman, Norman, OK",,
Norman North,Norman,OK,USA,"Norman North, Norman, OK",,
North,Edmond,OK,USA,"North, Edmond, OK",,
Nowata,Nowata,OK,USA,"Nowata, Nowata, OK",,
Oklahoma Christian Academy,Edmond,OK,USA,"Oklahoma Christian Academy, Edmond, OK",,
Okmulgee,Okmulgee,OK,USA,"Okmulgee, Okmulgee, OK",,
Oologah,Oologah,OK,USA,"Oologah, Oologah, OK",,
Owasso,Owasso,OK,USA,"Owasso, Owasso, OK",,
Pauls Valley,Pauls Valley,OK,USA,"Pauls Valley, Pauls Valley, OK",,
Pawnee,Pawnee,OK,USA,"Pawnee, Pawnee, OK",,
Perry,Perry,OK,USA,"Perry, Perry, OK",,
Piedmont,Piedmont,OK,USA,"Piedmont, Piedmont, OK",,
Plainview,Ardmore,OK,USA,"Plainview, Ardmore, OK",,
Ponca City,Ponca City,OK,USA,"Ponca City, Ponca City, OK",,
Prague,Prague,OK,USA,"Prague, Prague, OK",,
Putnam City,Oklahoma City,OK,USA,"Putnam City, Oklahoma City, OK",,
Putnam City North,Oklahoma City,OK,USA,"Putnam City North, Oklahoma City, OK",,
Putnam City West,Oklahoma City,OK,USA,"Putnam City West, Oklahoma City, OK",,
Ringling,Ringling,OK,USA,"Ringling, Ringling, OK",,
Roland,Roland,OK,USA,"Roland, Roland, OK",,
Salina,Salina,OK,USA,"Salina, Salina, OK",,
Sallisaw,Sallisaw,OK,USA,"Sallisaw, Sallisaw, OK",,
Santa Fe,Edmond,OK,USA,"Santa Fe, Edmond, OK",,
Sapulpa,Sapulpa,OK,USA,"Sapulpa, Sapulpa, OK",,
Seminole,Ada,OK,USA,"Seminole, Ada, OK",,
Sequoyah,Claremore,OK,USA,"Sequoyah, Claremore, OK",,
Sequoyah,Tahlequah,OK,USA,"Sequoyah, Tahlequah, OK",,
Shawnee,Shawnee,OK,USA,"Shawnee, Shawnee, OK",,
Skiatook,Skiatook,OK,USA,"Skiatook, Skiatook, OK",,
Southeast,Oklahoma City,OK,USA,"Southeast, Oklahoma City, OK",,
Southmoore,Lawton,OK,USA,"Southmoore, Lawton, OK",,
Southmoore,Moore,OK,USA,"Southmoore, Moore, OK",,
Sperry,Sperry,OK,USA,"Sperry, Sperry, OK",,
Spiro,Spiro,OK,USA,"Spiro, Spiro, OK",,
Star Spencer,Spencer,OK,USA,"Star Spencer, Spencer, OK",,
Stillwater,Stillwater,OK,USA,"Stillwater, Stillwater, OK",,
Stroud,Stroud,OK,USA,"Stroud, Stroud, OK",,
Sulphur,Sulphur,OK,USA,"Sulphur, Sulphur, OK",,
Tecumseh,Tecumseh,OK,USA,"Tecumseh, Tecumseh, OK",,
Tonkawa,Tonkawa,OK,USA,"Tonkawa, Tonkawa, OK",,
Trinity Christian Academy,Oklahoma City,OK,USA,"Trinity Christian Academy, Oklahoma City, OK",,
Tulsa Academic Ctr,Tulsa,OK,USA,"Tulsa Academic Ctr, Tulsa, OK",,
Tulsa Schl Of Arts & Sciences,Tulsa,OK,USA,"Tulsa Schl Of Arts & Sciences, Tulsa, OK",,
Tuttle,Tuttle,OK,USA,"Tuttle, Tuttle, OK",,
Union,Tulsa,OK,USA,"Union, Tulsa, OK",,
Vian,Vian,OK,USA,"Vian, Vian, OK",,
Victory Christian School,Tulsa,OK,USA,"Victory Christian School, Tulsa, OK",,
Vinita,Vinita,OK,USA,"Vinita, Vinita, OK",,
Wagoner,Wagoner,OK,USA,"Wagoner, Wagoner, OK",,
Weatherford,Weatherford,OK,USA,"Weatherford, Weatherford, OK",,
Westmoore,Moore,OK,USA,"Westmoore, Moore, OK",,
Westmoore,Oklahoma City,OK,USA,"Westmoore, Oklahoma City, OK",,
Wynnewood,Wynnewood,OK,USA,"Wynnewood, Wynnewood, OK",,
Yukon,Yukon,OK,USA,"Yukon, Yukon, OK",,
Bethlehem Catholic,Mississauga,ON,USA,"Bethlehem Catholic, Mississauga, ON",,
Canada Prep Football Academy,St. Catharines,ON,USA,"Canada Prep Football Academy, St. Catharines, ON",,
Catholic Central,London,ON,USA,"Catholic Central, London, ON",,
Central Peel,Brampton,ON,USA,"Central Peel, Brampton, ON",,
Clarkson Football North,Mississauga,ON,USA,"Clarkson Football North, Mississauga, ON",,
Clearwater Academy International,Mississauga,ON,USA,"Clearwater Academy International, Mississauga, ON",,
Clearwater Academy International,NA,ON,USA,"Clearwater Academy International, NA, ON",,
Clearwater Academy International,St. Catharines,ON,USA,"Clearwater Academy International, St. Catharines, ON",,
Eastern Commerce Collegiate Institute,Toronto,ON,USA,"Eastern Commerce Collegiate Institute, Toronto, ON",,
IMG Academy,Toronto,ON,USA,"IMG Academy, Toronto, ON",,
Kent School,King City,ON,USA,"Kent School, King City, ON",,
Kent School,Toronto,ON,USA,"Kent School, Toronto, ON",,
NA,Windsor,ON,USA,"NA, Windsor, ON",,
Newtonbrook Secondary,Toronto,ON,USA,"Newtonbrook Secondary, Toronto, ON",,
Pauline Johnson Collegiate,Brantford,ON,USA,"Pauline Johnson Collegiate, Brantford, ON",,
St. Andrews College,Aurora,ON,USA,"St. Andrews College, Aurora, ON",,
St. Andrew's College,Aurora,ON,USA,"St. Andrew's College, Aurora, ON",,
St. Thomas Aquinas,Toronto,ON,USA,"St. Thomas Aquinas, Toronto, ON",,
Toronto,Toronto,ON,USA,"Toronto, Toronto, ON",,
Vincent Massey,Windsor,ON,USA,"Vincent Massey, Windsor, ON",,
W.F. Herman,Windsor,ON,USA,"W.F. Herman, Windsor, ON",,
Aloha,Beaverton,OR,USA,"Aloha, Beaverton, OR",,
Astoria Senior,Astoria,OR,USA,"Astoria Senior, Astoria, OR",,
Banks,Banks,OR,USA,"Banks, Banks, OR",,
Beaverton,Beaverton,OR,USA,"Beaverton, Beaverton, OR",,
Bend Senior,Bend,OR,USA,"Bend Senior, Bend, OR",,
Bonanza Junior/senior,Bonanza,OR,USA,"Bonanza Junior/senior, Bonanza, OR",,
Butte Falls Secondary,Butte Falls,OR,USA,"Butte Falls Secondary, Butte Falls, OR",,
Canby,Canby,OR,USA,"Canby, Canby, OR",,
Central,Independence,OR,USA,"Central, Independence, OR",,
Central Catholic,Medford,OR,USA,"Central Catholic, Medford, OR",,
Central Catholic,Portland,OR,USA,"Central Catholic, Portland, OR",,
Churchill,Eugene,OR,USA,"Churchill, Eugene, OR",,
Clackamas,Clackamas,OR,USA,"Clackamas, Clackamas, OR",,
Corvallis,Corvallis,OR,USA,"Corvallis, Corvallis, OR",,
Crater,Central Point,OR,USA,"Crater, Central Point, OR",,
Crescent Valley,Corvallis,OR,USA,"Crescent Valley, Corvallis, OR",,
Crook County,Prineville,OR,USA,"Crook County, Prineville, OR",,
Dallas,Dallas,OR,USA,"Dallas, Dallas, OR",,
Dayton,Dayton,OR,USA,"Dayton, Dayton, OR",,
Douglas,Portland,OR,USA,"Douglas, Portland, OR",,
Eagle Point,Eagle Point,OR,USA,"Eagle Point, Eagle Point, OR",,
Franklin,Portland,OR,USA,"Franklin, Portland, OR",,
Glencoe,Hillsboro,OR,USA,"Glencoe, Hillsboro, OR",,
Gold Beach,Gold Beach,OR,USA,"Gold Beach, Gold Beach, OR",,
Grant,Portland,OR,USA,"Grant, Portland, OR",,
Gresham,Gresham,OR,USA,"Gresham, Gresham, OR",,
Hermiston,Hermiston,OR,USA,"Hermiston, Hermiston, OR",,
Hillsboro,Hillsboro,OR,USA,"Hillsboro, Hillsboro, OR",,
Hood River Valley,Hood River,OR,USA,"Hood River Valley, Hood River, OR",,
Horizon Christian School,Hood River,OR,USA,"Horizon Christian School, Hood River, OR",,
Jefferson,Portland,OR,USA,"Jefferson, Portland, OR",,
Jesuit,Portland,OR,USA,"Jesuit, Portland, OR",,
Joseph,Joseph,OR,USA,"Joseph, Joseph, OR",,
Junction City,Junction City,OR,USA,"Junction City, Junction City, OR",,
La Grande,La Grande,OR,USA,"La Grande, La Grande, OR",,
Lake Oswego Senior,Lake Oswego,OR,USA,"Lake Oswego Senior, Lake Oswego, OR",,
Lakeridge,Lake Oswego,OR,USA,"Lakeridge, Lake Oswego, OR",,
Lasalle,Portland,OR,USA,"Lasalle, Portland, OR",,
Lebanon,Lebanon,OR,USA,"Lebanon, Lebanon, OR",,
Liberty,Portland,OR,USA,"Liberty, Portland, OR",,
Lincoln,Portland,OR,USA,"Lincoln, Portland, OR",,
Madison,Portland,OR,USA,"Madison, Portland, OR",,
Marist,Eugene,OR,USA,"Marist, Eugene, OR",,
Marshfield Senior,Coos Bay,OR,USA,"Marshfield Senior, Coos Bay, OR",,
Mckay,Salem,OR,USA,"Mckay, Salem, OR",,
Mountain View Senior,Bend,OR,USA,"Mountain View Senior, Bend, OR",,
NA,Lake Oswego,OR,USA,"NA, Lake Oswego, OR",,
NA,NA,OR,USA,"NA, NA, OR",,
Newberg Senior,Newberg,OR,USA,"Newberg Senior, Newberg, OR",,
Newport,Newport,OR,USA,"Newport, Newport, OR",,
North Bend,North Bend,OR,USA,"North Bend, North Bend, OR",,
North Bend Senior,North Bend,OR,USA,"North Bend Senior, North Bend, OR",,
North Eugene,Eugene,OR,USA,"North Eugene, Eugene, OR",,
North Marion,Aurora,OR,USA,"North Marion, Aurora, OR",,
North Medford,Medford,OR,USA,"North Medford, Medford, OR",,
Ontario,Ontario,OR,USA,"Ontario, Ontario, OR",,
Oregon City,Oregon City,OR,USA,"Oregon City, Oregon City, OR",,
Oregon City Senior,Oregon City,OR,USA,"Oregon City Senior, Oregon City, OR",,
Pendleton,Pendleton,OR,USA,"Pendleton, Pendleton, OR",,
Pursuit Of Wellness,Portland,OR,USA,"Pursuit Of Wellness, Portland, OR",,
Redmond,Redmond,OR,USA,"Redmond, Redmond, OR",,
Roseburg,Roseburg,OR,USA,"Roseburg, Roseburg, OR",,
Sam Barlow,Gresham,OR,USA,"Sam Barlow, Gresham, OR",,
Sandy,Sandy,OR,USA,"Sandy, Sandy, OR",,
Sheldon,Eugene,OR,USA,"Sheldon, Eugene, OR",,
Sherwood,Sherwood,OR,USA,"Sherwood, Sherwood, OR",,
South Eugene,Eugene,OR,USA,"South Eugene, Eugene, OR",,
South Medford,Medford,OR,USA,"South Medford, Medford, OR",,
South Salem,Salem,OR,USA,"South Salem, Salem, OR",,
Southridge,Beaverton,OR,USA,"Southridge, Beaverton, OR",,
Sprague,Salem,OR,USA,"Sprague, Salem, OR",,
St Mary's Of Medford,Medford,OR,USA,"St Mary's Of Medford, Medford, OR",,
Summit,Bend,OR,USA,"Summit, Bend, OR",,
Sunset,Portland,OR,USA,"Sunset, Portland, OR",,
The Dalles-wahtonka,The Dalles,OR,USA,"The Dalles-wahtonka, The Dalles, OR",,
Thurston,Springfield,OR,USA,"Thurston, Springfield, OR",,
Tigard,Portland,OR,USA,"Tigard, Portland, OR",,
Tualatin,Tualatin,OR,USA,"Tualatin, Tualatin, OR",,
West Albany,Albany,OR,USA,"West Albany, Albany, OR",,
West Linn,West Linn,OR,USA,"West Linn, West Linn, OR",,
West Salem,Salem,OR,USA,"West Salem, Salem, OR",,
Westview,Portland,OR,USA,"Westview, Portland, OR",,
Wilson,Portland,OR,USA,"Wilson, Portland, OR",,
Wilsonville,Wilsonville,OR,USA,"Wilsonville, Wilsonville, OR",,
Abington,Abington,PA,USA,"Abington, Abington, PA",,
Abington Heights,Clarks Summit,PA,USA,"Abington Heights, Clarks Summit, PA",,
Aliquippa,Aliquippa,PA,USA,"Aliquippa, Aliquippa, PA",,
Allderdice,Pittsburgh,PA,USA,"Allderdice, Pittsburgh, PA",,
Altoona,Altoona,PA,USA,"Altoona, Altoona, PA",,
Apollo-Ridge,Spring Church,PA,USA,"Apollo-Ridge, Spring Church, PA",,
Archbishop John Carroll,Wayne,PA,USA,"Archbishop John Carroll, Wayne, PA",,
Archbishop Ryan,Philadelphia,PA,USA,"Archbishop Ryan, Philadelphia, PA",,
Archbishop Wood,Warminster,PA,USA,"Archbishop Wood, Warminster, PA",,
Armstrong,Kittanning,PA,USA,"Armstrong, Kittanning, PA",,
Avon Grove,West Grove,PA,USA,"Avon Grove, West Grove, PA",,
Avon Old Farms,Coatesville,PA,USA,"Avon Old Farms, Coatesville, PA",,
Baldwin,Pittsburgh,PA,USA,"Baldwin, Pittsburgh, PA",,
Beaver Area,Beaver,PA,USA,"Beaver Area, Beaver, PA",,
Beaver Falls,Beaver Falls,PA,USA,"Beaver Falls, Beaver Falls, PA",,
Belle Vernon,Belle Vernon,PA,USA,"Belle Vernon, Belle Vernon, PA",,
Bellefonte Area,Bellefonte,PA,USA,"Bellefonte Area, Bellefonte, PA",,
Berks Catholic,Reading,PA,USA,"Berks Catholic, Reading, PA",,
Berwick Area,Berwick,PA,USA,"Berwick Area, Berwick, PA",,
Bethel Park,Bethel Park,PA,USA,"Bethel Park, Bethel Park, PA",,
Bethlehem Catholic,Bethlehem,PA,USA,"Bethlehem Catholic, Bethlehem, PA",,
Bishop Carroll,Ebensburg,PA,USA,"Bishop Carroll, Ebensburg, PA",,
Bishop Guilfoyle,Altoona,PA,USA,"Bishop Guilfoyle, Altoona, PA",,
Bishop Mc Cort,Johnstown,PA,USA,"Bishop Mc Cort, Johnstown, PA",,
Bishop McDevitt,Harrisburg,PA,USA,"Bishop McDevitt, Harrisburg, PA",,
Bishop McDevitt,Wyncote,PA,USA,"Bishop McDevitt, Wyncote, PA",,
Bishop Shanahan,Downingtown,PA,USA,"Bishop Shanahan, Downingtown, PA",,
Blackhawk,Beaver Falls,PA,USA,"Blackhawk, Beaver Falls, PA",,
Bloomsburg Area,Bloomsburg,PA,USA,"Bloomsburg Area, Bloomsburg, PA",,
Blue Mountain,Schuylkill Haven,PA,USA,"Blue Mountain, Schuylkill Haven, PA",,
Bok Edward,Philadelphia,PA,USA,"Bok Edward, Philadelphia, PA",,
Boyertown Area,Boyertown,PA,USA,"Boyertown Area, Boyertown, PA",,
Brashear,Pittsburgh,PA,USA,"Brashear, Pittsburgh, PA",,
Brentwood,Pittsburgh,PA,USA,"Brentwood, Pittsburgh, PA",,
Brockway Area,Brockway,PA,USA,"Brockway Area, Brockway, PA",,
Burrell,New Kensington,PA,USA,"Burrell, New Kensington, PA",,
Butler Area,Butler,PA,USA,"Butler Area, Butler, PA",,
Cambridge Springs,Cambridge Springs,PA,USA,"Cambridge Springs, Cambridge Springs, PA",,
Camp Hill,Camp Hill,PA,USA,"Camp Hill, Camp Hill, PA",,
Canon-McMillan,Canonsburg,PA,USA,"Canon-McMillan, Canonsburg, PA",,
Cardinal Dougherty,Philadelphia,PA,USA,"Cardinal Dougherty, Philadelphia, PA",,
Cardinal O'Hara,Springfield,PA,USA,"Cardinal O'Hara, Springfield, PA",,
Cardinal O'Hara,West Grove,PA,USA,"Cardinal O'Hara, West Grove, PA",,
Carlisle Area,Carlisle,PA,USA,"Carlisle Area, Carlisle, PA",,
Carlynton,Carnegie,PA,USA,"Carlynton, Carnegie, PA",,
Cathedral Prep,Erie,PA,USA,"Cathedral Prep, Erie, PA",,
Cedar Cliff,Camp Hill,PA,USA,"Cedar Cliff, Camp Hill, PA",,
Cedar Crest,Lebanon,PA,USA,"Cedar Crest, Lebanon, PA",,
Central,Philadelphia,PA,USA,"Central, Philadelphia, PA",,
Central Bucks East,Doylestown,PA,USA,"Central Bucks East, Doylestown, PA",,
Central Bucks South,Warrington,PA,USA,"Central Bucks South, Warrington, PA",,
Central Bucks West,Doylestown,PA,USA,"Central Bucks West, Doylestown, PA",,
Central Catholic,Allentown,PA,USA,"Central Catholic, Allentown, PA",,
Central Catholic,Pittsburgh,PA,USA,"Central Catholic, Pittsburgh, PA",,
Central Dauphin,Harrisburg,PA,USA,"Central Dauphin, Harrisburg, PA",,
Central Dauphin East,Harrisburg,PA,USA,"Central Dauphin East, Harrisburg, PA",,
Central Mountain,Mill Hall,PA,USA,"Central Mountain, Mill Hall, PA",,
Central Valley,Monaca,PA,USA,"Central Valley, Monaca, PA",,
Central York,York,PA,USA,"Central York, York, PA",,
Chambersburg Area,Chambersburg,PA,USA,"Chambersburg Area, Chambersburg, PA",,
Chartiers Valley,Bridgeville,PA,USA,"Chartiers Valley, Bridgeville, PA",,
Cheltenham,Wyncote,PA,USA,"Cheltenham, Wyncote, PA",,
Cheshire Academy,Exton,PA,USA,"Cheshire Academy, Exton, PA",,
Chester,Chester,PA,USA,"Chester, Chester, PA",,
Chestnut Hill Academy,Philadelphia,PA,USA,"Chestnut Hill Academy, Philadelphia, PA",,
Clairton,Clairton,PA,USA,"Clairton, Clairton, PA",,
Clarion Area,Clarion,PA,USA,"Clarion Area, Clarion, PA",,
Clearfield,Clearfield,PA,USA,"Clearfield, Clearfield, PA",,
Coatesville Area,Coatesville,PA,USA,"Coatesville Area, Coatesville, PA",,
Cochranton,Cochranton,PA,USA,"Cochranton, Cochranton, PA",,
